image_path,organ,label
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3598.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3599.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca36.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca360.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3600.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3601.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3602.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3603.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3604.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3605.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3606.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3607.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3608.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3609.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca361.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3610.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3611.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3612.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3613.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3614.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3615.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3616.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3617.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3618.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3619.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca362.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3620.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3621.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3622.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3623.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3624.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3625.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3626.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3627.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3628.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3629.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca363.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3630.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3631.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3632.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3633.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3634.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3635.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3636.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3637.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3638.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3639.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca364.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3640.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3641.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3642.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3643.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3644.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3645.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3646.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3647.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3648.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3649.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca365.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3650.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3651.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3652.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3653.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3654.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3655.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3656.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3657.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3658.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3659.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca366.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3660.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3661.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3662.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3663.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3664.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3665.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3666.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3667.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3668.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3669.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca367.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3670.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3671.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3672.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3673.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3674.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3675.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3676.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3677.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3678.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3679.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca368.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3680.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3681.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3682.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3683.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3684.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3685.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3686.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3687.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3688.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3689.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca369.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3690.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3691.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3692.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3693.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3694.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3695.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3696.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3697.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3698.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3699.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca37.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca370.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3700.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3701.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3702.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3703.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3704.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3705.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3706.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3707.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3708.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3709.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca371.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3710.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3711.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3712.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3713.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3714.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3715.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3716.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3717.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3718.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3719.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca372.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3720.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3721.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3722.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3723.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3724.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3725.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3726.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3727.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3728.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3729.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca373.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3730.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3731.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3732.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3733.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3734.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3735.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3736.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3737.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3738.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3739.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca374.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3740.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3741.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3742.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3743.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3744.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3745.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3746.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3747.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3748.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3749.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca375.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3750.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3751.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3752.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3753.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3754.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3755.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3756.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3757.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3758.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3759.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca376.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3760.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3761.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3762.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3763.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3764.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3765.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3766.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3767.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3768.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3769.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca377.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3770.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3771.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3772.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3773.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3774.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3775.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3776.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3777.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3778.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca3779.jpeg,colon_image_sets,c.adenocarcinoma
..\Progetto\Dataset\colon lung 15000\colon_image_sets\c.adenocarcinoma\colonca378.jpeg,colon_image_sets,c.adenocarcinoma
